gene	EM-seq_Preleukemia_Control_rep1	EM-seq_Preleukemia_Control_rep2	EM-seq_Preleukemia_Control_rep3	EM-seq_Preleukemia_Tet2_rep1	EM-seq_Preleukemia_Tet2_rep2	EM-seq_Preleukemia_Tet2_rep3	EM-seq_Preleukemia_Rx1_rep1	EM-seq_Preleukemia_Rx1_rep2	EM-seq_Preleukemia_Rx1_rep3	EM-seq_Preleukemia_Rx1Tet2_rep1	EM-seq_Preleukemia_Rx1Tet2_rep2	EM-seq_Preleukemia_Rx1Tet2_rep3	cluster
chr5.96532409	0.0	0.0	0.0	82.61	89.29	83.33	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.88388925	3.7	0.0	0.0	86.11	87.5	91.43	0.0	4.76	0.0	0.0	0.0	0.0	0
chr5.91903636	0.0	0.0	0.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	4.17	0.0	0
chr10.122291070	0.0	0.0	0.0	91.18	82.93	80.0	0.0	0.0	0.0	0.0	0.0	4.76	0
chr9.66201869	51.85	36.36	43.75	76.47	87.5	81.25	21.05	22.73	4.55	14.29	45.45	44.44	0
chr12.30202688	66.67	-1.0	70.0	90.0	92.86	100.0	-1.0	100.0	90.0	57.14	92.31	75.0	0
chr5.98055861	0.0	0.0	0.0	92.86	88.89	92.0	0.0	0.0	0.0	0.0	4.17	3.85	0
chr16.88067252	0.0	0.0	0.0	86.67	88.89	87.5	-1.0	0.0	0.0	0.0	0.0	0.0	0
chr16.93961919	4.35	0.0	0.0	94.12	86.96	80.56	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.149041837	56.25	61.11	64.29	76.92	81.82	86.67	57.69	47.83	76.19	78.26	83.33	66.67	0
chr10.67648937	60.0	-1.0	66.67	100.0	90.91	100.0	-1.0	-1.0	75.0	-1.0	-1.0	93.33	0
chr10.122234473	0.0	14.29	6.67	81.82	95.0	85.71	5.26	16.67	0.0	7.14	0.0	8.33	0
chr8.114477047	50.0	56.25	52.38	100.0	96.15	95.45	50.0	94.74	100.0	0.0	45.45	48.15	0
chr8.114398846	40.0	47.37	45.45	100.0	90.91	90.0	43.75	100.0	100.0	0.0	60.0	35.0	0
chr18.64349725	15.0	9.52	26.32	61.11	52.38	42.86	33.33	27.27	29.17	27.78	29.41	28.57	0
chr5.96198563	7.69	7.14	0.0	100.0	100.0	82.35	0.0	0.0	0.0	0.0	0.0	0.0	0
chr4.102573820	76.47	-1.0	75.0	75.0	68.75	82.35	55.56	55.0	42.86	31.25	35.0	33.33	0
chr16.94910391	3.45	0.0	0.0	95.0	100.0	100.0	0.0	0.0	4.76	0.0	3.45	0.0	0
chr10.127216835	0.0	0.0	0.0	96.0	93.55	95.83	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.90372623	0.0	0.0	0.0	100.0	100.0	95.65	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.88569803	0.0	0.0	0.0	100.0	82.35	94.12	0.0	0.0	0.0	0.0	0.0	0.0	0
chr11.69858773	100.0	-1.0	100.0	100.0	84.21	85.71	68.42	76.47	69.23	100.0	91.67	-1.0	0
chr16.88350939	0.0	0.0	0.0	91.3	95.65	87.1	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.98056916	0.0	-1.0	0.0	100.0	100.0	100.0	5.88	0.0	0.0	0.0	0.0	0.0	0
chr6.119414836	23.53	33.33	31.25	60.0	62.5	73.91	47.06	33.33	26.09	44.0	45.83	72.41	0
chr15.75070184	44.44	40.0	48.15	66.67	48.39	38.46	40.0	23.53	26.92	18.52	13.79	21.43	0
chr9.116088720	75.0	70.59	80.95	91.67	100.0	96.3	77.27	81.82	78.95	95.45	81.82	94.44	0
chr17.87302198	6.67	0.0	13.33	37.5	25.0	30.77	-1.0	0.0	0.0	20.0	6.67	5.56	0
chr5.85874666	0.0	0.0	0.0	71.43	59.09	53.33	0.0	0.0	6.25	0.0	11.11	0.0	0
chr9.67809908	0.0	0.0	3.7	88.24	100.0	29.63	35.71	44.83	43.48	0.0	0.0	0.0	0
chr16.90646528	0.0	0.0	0.0	94.74	87.1	70.37	4.35	0.0	0.0	0.0	0.0	0.0	0
chr5.95881822	0.0	0.0	0.0	83.33	63.16	78.95	0.0	0.0	0.0	0.0	6.25	0.0	0
chr16.88820410	0.0	0.0	0.0	76.47	68.0	58.33	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.95089993	0.0	0.0	0.0	54.55	50.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr10.122827032	0.0	0.0	0.0	80.0	90.91	89.47	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.93681408	0.0	0.0	0.0	93.33	100.0	95.24	2.94	0.0	0.0	3.33	2.04	0.0	0
chr5.91830194	0.0	0.0	0.0	86.96	87.1	82.76	0.0	0.0	0.0	0.0	4.35	0.0	0
chr16.88009912	0.0	0.0	0.0	85.19	96.0	92.86	0.0	0.0	0.0	0.0	0.0	0.0	0
chr2.150606158	52.0	47.83	56.52	68.42	76.92	72.22	56.52	36.0	17.39	69.23	42.86	50.0	0
chr16.89188664	0.0	-1.0	0.0	57.69	72.22	81.25	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	0
chr5.98558180	0.0	0.0	0.0	86.96	91.89	88.89	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.82454561	0.0	0.0	0.0	76.47	80.0	80.95	0.0	0.0	0.0	0.0	0.0	0.0	0
chr9.67075308	0.0	0.0	0.0	82.61	96.55	34.78	43.24	39.02	46.15	0.0	3.45	0.0	0
chr10.122831801	70.97	70.0	77.5	100.0	93.48	93.33	65.22	74.07	44.44	73.91	76.19	86.96	0
chr16.91106459	0.0	0.0	-1.0	90.91	77.78	90.0	0.0	0.0	0.0	0.0	0.0	10.0	0
chr10.122242113	0.0	0.0	0.0	84.62	85.71	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0
chr16.94423809	0.0	0.0	-1.0	92.86	100.0	88.89	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.123714092	84.21	86.21	-1.0	89.47	91.67	93.33	43.48	44.44	34.62	38.89	23.08	50.0	0
chr5.76134247	0.0	0.0	0.0	92.86	94.74	86.96	0.0	0.0	0.0	0.0	5.56	0.0	0
chr13.37718372	41.67	35.0	37.04	75.0	80.0	88.89	52.94	47.83	38.1	52.17	42.86	66.67	0
chr10.111583381	68.57	60.0	61.9	83.87	80.49	91.67	66.67	45.1	66.67	81.4	78.57	61.9	0
chr5.86130735	0.0	5.26	0.0	100.0	100.0	100.0	0.0	5.0	0.0	0.0	0.0	0.0	0
chr14.58619612	79.31	72.73	81.82	100.0	100.0	96.97	100.0	86.11	100.0	90.0	100.0	85.19	0
chr5.92772141	0.0	0.0	0.0	96.97	91.67	92.86	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.93653293	4.35	0.0	0.0	-1.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.90632569	0.0	0.0	0.0	87.5	85.0	94.12	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.81696466	0.0	0.0	0.0	78.57	97.14	88.46	3.85	0.0	0.0	0.0	6.45	0.0	0
chr17.84330686	7.14	0.0	4.76	22.22	32.14	24.0	3.85	7.14	0.0	15.38	7.69	4.17	0
chr5.83666589	0.0	0.0	3.23	78.95	88.89	65.38	0.0	0.0	0.0	0.0	3.33	0.0	0
chrX.101528242	52.94	50.0	50.0	85.0	75.0	72.73	66.67	-1.0	65.0	77.78	77.78	69.23	0
chr16.87671673	50.0	-1.0	50.0	58.33	63.64	41.67	5.88	15.79	16.67	23.08	18.75	11.76	0
chr16.85982907	0.0	0.0	0.0	94.12	85.19	66.67	0.0	0.0	5.56	3.85	4.76	0.0	0
chr5.78297530	0.0	0.0	0.0	72.0	72.73	73.08	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.91048682	0.0	0.0	0.0	93.94	83.33	92.86	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.87631574	0.0	0.0	0.0	100.0	100.0	87.5	0.0	0.0	5.56	0.0	0.0	0.0	0
chr5.86124414	0.0	0.0	0.0	94.44	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr7.93870568	59.09	61.54	50.0	77.78	76.47	86.96	73.91	60.71	64.29	69.57	58.62	68.75	0
chr5.86291518	0.0	0.0	0.0	85.71	94.74	80.0	0.0	0.0	0.0	0.0	3.7	0.0	0
chr9.67232867	0.0	0.0	0.0	100.0	97.5	47.62	58.33	60.87	47.37	0.0	0.0	0.0	0
chr5.89934266	0.0	0.0	0.0	87.5	86.84	97.06	0.0	0.0	0.0	0.0	0.0	0.0	0
chr8.100489503	47.37	48.39	40.0	74.07	64.29	66.67	60.0	60.53	52.38	37.93	50.0	56.52	0
chr9.68088054	0.0	0.0	0.0	81.25	95.24	60.0	44.44	47.06	46.67	0.0	0.0	0.0	0
chr6.86211817	50.0	56.0	55.88	75.0	78.26	85.19	61.11	76.0	65.0	73.91	65.0	65.38	0
chr1.24517709	42.86	44.44	47.37	56.67	50.0	51.52	35.71	37.04	19.35	23.08	23.33	17.65	0
chr8.22455330	66.67	73.91	71.43	89.47	90.0	93.1	83.33	76.67	52.38	79.31	65.38	65.22	0
chr13.50224887	10.53	14.29	6.67	26.67	33.33	35.71	33.33	22.22	-1.0	15.38	19.05	5.26	0
chr5.103440596	40.0	38.1	33.33	67.86	61.11	64.71	45.83	48.57	34.29	44.83	51.43	51.11	0
chr4.55470891	87.5	-1.0	85.71	90.0	84.62	64.29	66.67	66.67	60.0	60.0	-1.0	65.0	0
chr5.77465724	0.0	0.0	0.0	90.91	80.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.96635458	0.0	0.0	0.0	100.0	94.74	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr4.32480969	54.55	59.26	47.5	84.85	87.18	89.66	43.18	27.5	32.35	78.12	68.42	66.67	0
chr17.34543974	76.19	83.87	80.0	92.31	95.0	96.3	66.67	70.97	48.0	60.0	51.43	56.52	0
chr5.53154879	69.23	70.59	-1.0	91.67	85.71	93.75	57.14	45.45	53.33	50.0	50.0	53.85	0
chr5.96008102	0.0	6.25	0.0	100.0	84.21	94.74	0.0	0.0	0.0	3.03	2.78	3.85	0
chr3.72003818	30.43	24.0	31.58	63.16	64.29	50.0	46.15	60.61	44.74	35.48	56.1	50.0	0
chr16.90682545	4.76	0.0	0.0	75.0	70.0	71.43	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.91054446	0.0	0.0	0.0	82.98	78.46	82.05	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.80619779	0.0	0.0	0.0	91.18	90.62	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr12.82426108	17.24	22.22	13.33	56.25	60.0	50.0	21.05	14.29	0.0	30.0	26.92	23.81	0
chr14.55594202	62.07	68.97	75.0	75.0	75.0	74.19	65.22	69.44	50.0	37.04	39.39	45.45	0
chr6.69803263	45.45	46.15	33.33	86.67	95.0	78.95	-1.0	61.11	80.0	66.67	69.23	81.25	0
chr5.97213469	0.0	0.0	0.0	90.91	90.91	95.45	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.93508234	0.0	0.0	0.0	53.12	73.33	63.83	3.33	0.0	0.0	0.0	2.44	0.0	0
chr14.31778375	19.23	25.0	16.67	48.28	56.25	56.25	22.22	17.65	20.0	27.59	36.84	30.43	0
chr3.26648611	50.0	52.17	56.25	90.91	80.0	80.0	72.0	67.74	62.5	60.71	50.0	82.61	0
chr16.94449006	0.0	0.0	0.0	92.0	93.1	97.62	0.0	0.0	0.0	2.33	0.0	0.0	0
chr8.20122740	10.77	9.26	4.94	28.3	35.42	31.17	18.18	21.36	28.0	22.22	23.86	10.75	0
chr15.72866346	40.91	43.75	35.71	66.67	58.82	58.33	31.58	11.76	31.25	41.18	13.64	53.33	0
chr16.94624426	24.24	30.77	11.43	95.0	86.84	75.0	12.5	14.63	36.0	17.39	14.29	22.22	0
chr8.114077191	66.67	62.5	55.56	100.0	100.0	100.0	50.0	93.33	100.0	0.0	64.29	43.75	0
chr16.89731311	0.0	0.0	0.0	95.83	86.96	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.89749032	0.0	0.0	0.0	100.0	96.55	72.73	0.0	0.0	0.0	0.0	0.0	0.0	0
chr10.33870308	25.0	18.75	18.18	53.85	53.33	40.91	33.33	38.1	46.15	38.1	37.5	23.08	0
chr10.122233566	0.0	0.0	0.0	100.0	94.12	92.86	0.0	0.0	0.0	0.0	0.0	-1.0	0
chr9.107835422	67.44	67.74	66.67	86.67	89.58	89.19	84.85	55.1	55.56	82.05	68.29	85.71	0
chr16.86886227	0.0	0.0	0.0	-1.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.92270058	0.0	7.69	0.0	-1.0	96.15	100.0	-1.0	0.0	0.0	5.0	5.88	6.67	0
chr10.122695093	0.0	0.0	0.0	96.15	94.74	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr7.66120548	61.54	70.59	64.71	84.62	84.21	90.0	60.0	58.33	47.06	58.82	64.29	47.37	0
chr19.21139111	61.9	72.73	62.5	88.89	92.59	94.44	46.15	63.64	40.0	87.5	68.42	64.71	0
chr9.107948051	26.67	-1.0	25.0	72.73	80.0	66.67	38.46	38.46	25.0	59.09	44.44	53.33	0
chr5.136628033	6.25	23.08	10.0	56.25	40.0	53.33	20.0	11.11	7.14	37.5	17.39	21.43	0
chrX.135257932	76.47	80.0	69.23	94.12	92.31	84.62	-1.0	100.0	96.3	-1.0	93.33	-1.0	0
chr10.122210587	0.0	0.0	0.0	86.96	87.1	97.22	4.17	0.0	0.0	0.0	0.0	0.0	0
chr6.125168203	70.0	78.57	75.0	100.0	92.86	100.0	84.62	82.61	91.67	75.0	100.0	93.33	0
chr5.97829322	0.0	0.0	0.0	94.12	88.64	93.94	0.0	0.0	0.0	2.08	0.0	0.0	0
chr5.80025981	0.0	0.0	0.0	55.56	63.64	60.0	0.0	0.0	0.0	0.0	0.0	6.25	0
chr5.90589762	-1.0	0.0	7.14	-1.0	85.71	92.31	0.0	9.09	-1.0	0.0	0.0	6.25	0
chr1.85774933	75.0	72.73	66.67	100.0	93.75	100.0	90.91	100.0	60.87	77.78	85.71	66.67	0
chrX.60544452	50.0	50.0	55.56	70.0	69.23	56.25	72.73	-1.0	83.33	78.57	78.57	-1.0	0
chr5.89680561	0.0	0.0	0.0	100.0	100.0	100.0	0.0	2.7	0.0	0.0	0.0	0.0	0
chr5.82418863	0.0	0.0	0.0	88.89	95.45	93.33	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.96475271	0.0	0.0	0.0	82.35	91.67	92.86	0.0	3.7	0.0	0.0	0.0	0.0	0
chr5.93021884	0.0	0.0	0.0	100.0	96.0	94.74	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.94191042	0.0	0.0	0.0	86.36	97.37	92.59	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.91975565	0.0	4.17	0.0	92.31	66.67	77.78	0.0	0.0	0.0	3.57	3.57	3.85	0
chr5.89269812	0.0	0.0	0.0	84.62	80.0	91.67	2.94	0.0	0.0	2.7	0.0	0.0	0
chr18.85860117	50.0	38.89	42.86	76.47	70.59	71.43	50.0	64.71	71.43	64.29	73.33	55.56	0
chr5.97843632	0.0	0.0	0.0	82.35	64.52	68.0	0.0	0.0	0.0	0.0	0.0	5.88	0
chr5.88444323	0.0	0.0	0.0	100.0	81.58	89.47	0.0	0.0	0.0	0.0	0.0	0.0	0
chr18.36423642	57.89	-1.0	55.56	70.0	81.25	78.57	42.86	46.67	30.77	11.76	18.75	11.76	0
chr19.42580993	75.0	-1.0	78.57	100.0	100.0	92.31	93.33	-1.0	84.21	88.89	80.0	90.48	0
chr2.73396946	52.27	55.0	45.65	68.42	49.06	68.89	39.29	36.17	32.0	29.27	25.0	21.95	0
chr8.22357548	25.0	29.03	35.9	66.67	54.84	52.63	17.24	10.0	3.03	16.0	23.08	37.5	0
chr16.87170134	0.0	0.0	0.0	93.75	86.05	91.43	3.45	0.0	0.0	0.0	3.45	0.0	0
chr5.82724454	0.0	0.0	0.0	82.35	100.0	83.33	0.0	0.0	0.0	0.0	5.88	0.0	0
chr3.108881214	37.84	50.0	50.0	66.67	81.25	72.0	38.1	28.12	52.94	72.22	60.87	72.73	0
chr9.87858945	60.0	50.0	55.56	81.82	73.68	80.95	66.67	66.67	60.87	42.86	80.95	69.23	0
chr16.93495212	0.0	0.0	0.0	90.0	100.0	90.0	0.0	0.0	0.0	0.0	5.26	0.0	0
chr5.78430363	0.0	-1.0	0.0	81.25	73.33	70.59	0.0	0.0	5.56	5.56	0.0	0.0	0
chr5.92280167	41.67	22.22	30.0	86.36	85.71	73.33	31.25	31.58	12.5	38.1	62.5	29.41	0
chr6.99689259	69.23	66.67	68.75	90.91	96.0	95.83	91.67	81.08	84.21	75.0	73.91	78.95	0
chr5.141136324	50.0	46.15	60.0	90.0	85.71	84.0	86.67	70.59	52.94	70.0	62.07	66.67	0
chr16.36233077	45.83	38.24	30.77	85.71	93.55	95.83	0.0	0.0	0.0	53.85	50.0	70.59	0
chr4.43455713	55.56	52.17	54.55	71.43	80.77	80.0	57.89	61.54	55.56	56.52	77.27	60.0	0
chr2.111052098	17.39	28.57	22.22	52.94	42.42	50.0	33.33	36.67	42.86	40.0	34.38	33.33	0
chr8.83741640	52.38	50.0	57.14	90.0	83.33	77.78	64.71	69.23	65.22	73.68	50.0	84.21	0
chr16.94971005	0.0	0.0	0.0	82.35	88.89	79.17	0.0	0.0	0.0	0.0	3.33	0.0	0
chr1.123746151	60.0	60.0	52.94	80.0	85.0	78.26	44.44	77.78	77.78	72.73	69.23	80.0	0
chr16.90399493	0.0	0.0	0.0	96.77	90.7	95.65	0.0	0.0	0.0	0.0	0.0	0.0	0
chr9.120058734	48.0	42.11	50.0	92.31	54.55	73.33	22.22	25.71	16.67	50.0	22.22	43.75	0
chr5.95906203	0.0	0.0	0.0	94.12	83.33	68.57	0.0	3.57	4.76	2.86	2.78	0.0	0
chr5.92816564	0.0	0.0	0.0	64.0	55.81	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr7.83189940	73.33	68.75	-1.0	91.67	100.0	92.31	76.47	73.33	86.67	64.71	84.21	76.47	0
chr10.122700884	0.0	0.0	0.0	95.83	86.84	83.33	0.0	0.0	0.0	0.0	0.0	0.0	0
chr13.54982156	50.0	50.0	45.0	80.0	87.5	80.0	-1.0	68.75	63.16	81.82	71.43	63.64	0
chr5.92276454	0.0	0.0	0.0	100.0	100.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.85893822	0.0	-1.0	0.0	92.59	100.0	90.91	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	0
chr13.116966442	65.52	60.0	64.0	86.67	88.24	90.48	66.67	27.78	53.33	77.78	75.0	72.41	0
chr6.135732232	61.11	58.33	68.42	80.0	88.24	84.62	70.0	77.78	77.78	87.5	86.96	-1.0	0
chr5.21143600	55.56	63.89	58.0	85.11	86.05	84.38	62.5	66.67	53.85	66.67	80.0	81.82	0
chr15.58019753	68.57	70.83	62.07	94.44	77.78	77.78	63.64	56.52	50.0	17.86	27.27	27.27	0
chr15.27009330	-1.0	33.33	28.57	60.0	50.0	54.55	-1.0	37.5	55.56	45.45	45.45	40.0	0
chr5.100923502	27.27	20.0	28.12	47.62	43.48	56.52	23.53	33.33	21.43	50.0	27.78	31.25	0
chr12.82195101	21.43	-1.0	18.52	-1.0	42.86	46.15	14.29	9.09	0.0	14.29	0.0	-1.0	0
chr5.97167527	0.0	0.0	0.0	100.0	100.0	80.0	-1.0	0.0	0.0	0.0	11.76	0.0	0
chr16.88562558	0.0	0.0	0.0	100.0	100.0	-1.0	0.0	0.0	0.0	0.0	0.0	6.25	0
chr5.88434629	0.0	0.0	0.0	92.11	90.2	81.08	0.0	0.0	0.0	2.44	0.0	0.0	0
chr9.67162564	0.0	0.0	0.0	100.0	100.0	63.64	63.64	60.0	50.0	0.0	-1.0	0.0	0
chr5.82233762	0.0	0.0	0.0	93.94	85.71	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.16825751	39.47	34.48	47.83	74.07	63.16	66.67	18.18	28.95	15.38	58.06	41.38	50.0	0
chr16.86932341	0.0	0.0	0.0	100.0	91.67	80.95	0.0	0.0	0.0	0.0	0.0	5.88	0
chr10.62530435	20.0	18.18	9.09	50.0	48.0	63.64	0.0	-1.0	-1.0	8.33	0.0	17.65	0
chr5.96854789	31.25	31.58	17.65	100.0	100.0	96.0	31.82	40.0	42.86	26.32	16.0	45.0	0
chr2.179597006	50.0	47.37	41.18	63.64	63.64	73.08	66.67	46.43	57.14	61.29	75.0	32.0	0
chr16.92075361	0.0	0.0	0.0	68.42	89.47	90.32	2.86	0.0	0.0	0.0	0.0	0.0	0
chr16.86034468	0.0	0.0	0.0	78.26	60.0	66.67	0.0	0.0	0.0	0.0	2.94	0.0	0
chr16.97238064	0.0	0.0	0.0	92.59	100.0	91.89	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.90596780	0.0	0.0	0.0	100.0	91.11	95.83	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.143973537	13.64	6.67	13.64	64.71	78.26	68.42	22.73	37.93	24.0	38.1	62.5	50.0	0
chr9.69122657	58.33	54.55	63.16	94.74	85.71	75.0	76.92	83.33	76.92	95.45	61.11	58.33	0
chr5.89917204	0.0	0.0	0.0	93.75	97.37	97.73	3.12	0.0	0.0	3.57	0.0	0.0	0
chr16.85896658	0.0	4.0	0.0	90.48	96.15	81.82	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.92573169	0.0	0.0	0.0	100.0	100.0	87.5	3.85	0.0	0.0	0.0	0.0	0.0	0
chr10.20723377	35.0	-1.0	30.77	30.77	40.0	12.5	20.0	18.18	6.67	6.25	8.7	13.33	0
chr5.105843981	73.68	-1.0	75.0	100.0	96.97	100.0	56.25	64.0	85.71	68.75	73.68	84.38	0
chr5.81639125	0.0	0.0	0.0	100.0	100.0	91.67	0.0	0.0	0.0	-1.0	0.0	0.0	0
chr13.16012941	52.63	58.82	60.0	80.0	82.35	80.95	50.0	42.86	50.0	70.37	60.0	53.33	0
chr16.86197141	0.0	0.0	0.0	90.0	90.0	90.0	0.0	0.0	7.69	0.0	0.0	0.0	0
chr16.93544991	0.0	0.0	0.0	84.62	85.71	92.86	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.90372178	0.0	0.0	0.0	85.71	96.97	92.31	0.0	0.0	0.0	0.0	0.0	0.0	0
chr4.33265267	38.1	33.33	46.15	58.33	66.67	71.43	23.53	52.38	62.5	66.67	33.33	53.85	0
chr5.89986208	0.0	0.0	2.27	90.91	92.31	92.86	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.89701013	0.0	0.0	0.0	63.64	60.0	45.45	0.0	0.0	0.0	0.0	0.0	0.0	0
chr2.168508973	66.67	55.56	61.9	92.86	88.24	83.33	64.29	70.0	42.86	61.11	72.0	89.47	0
chr8.90841685	31.25	47.06	41.67	64.29	80.0	77.78	23.08	13.64	7.69	40.0	42.31	61.11	0
chr16.93405224	0.0	0.0	0.0	100.0	94.12	95.83	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.85966139	0.0	-1.0	0.0	85.71	75.0	66.67	0.0	0.0	0.0	0.0	11.76	0.0	0
chr5.96854017	0.0	0.0	0.0	70.59	72.0	70.59	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.77455121	0.0	0.0	0.0	95.0	86.96	78.26	0.0	0.0	0.0	5.26	0.0	0.0	0
chr5.97837869	0.0	0.0	0.0	86.67	91.67	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.97846330	0.0	0.0	0.0	84.21	100.0	96.43	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.97243091	0.0	0.0	0.0	87.5	92.31	95.83	0.0	2.94	0.0	0.0	4.35	0.0	0
chr16.93508354	0.0	0.0	-1.0	88.89	83.33	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.98249431	0.0	0.0	5.0	96.43	100.0	90.48	0.0	0.0	0.0	8.33	0.0	0.0	0
chr8.85624832	35.29	27.78	39.13	57.14	66.67	70.0	17.65	16.67	0.0	29.41	45.45	22.22	0
chr19.32904354	0.0	0.0	-1.0	20.0	18.75	25.0	7.14	6.67	0.0	25.0	14.29	6.67	0
chr14.118950491	7.14	10.71	5.56	37.5	34.21	31.25	14.81	3.57	21.43	36.0	21.88	25.0	0
chr14.111529810	53.85	40.0	44.44	77.78	73.33	89.47	56.67	58.06	53.33	42.42	51.85	62.07	0
chr16.86240140	0.0	0.0	0.0	81.25	79.49	86.96	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.88044946	-1.0	0.0	0.0	75.0	81.63	81.82	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.136834023	77.78	78.57	78.95	100.0	100.0	100.0	85.71	85.71	85.71	84.21	97.06	95.83	0
chr5.118635927	31.58	25.0	23.81	43.48	44.44	52.94	5.26	31.25	5.88	23.08	34.48	38.1	0
chr5.97091092	0.0	0.0	4.0	96.15	100.0	95.45	0.0	0.0	3.23	0.0	0.0	0.0	0
chr5.82771908	0.0	0.0	-1.0	94.12	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.89460449	0.0	0.0	0.0	94.74	87.5	94.44	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.87660775	53.85	51.72	54.55	96.3	96.0	85.19	51.61	61.11	82.5	69.44	65.62	68.42	0
chr5.81778086	0.0	0.0	0.0	100.0	96.97	96.3	0.0	0.0	0.0	0.0	0.0	0.0	0
chr13.92674853	26.32	38.89	31.82	62.5	54.55	70.0	53.85	30.77	20.0	33.33	57.69	43.48	0
chr16.94333363	0.0	0.0	0.0	80.0	93.33	100.0	0.0	0.0	7.69	0.0	0.0	0.0	0
chr2.66520245	53.85	41.18	50.0	88.24	78.26	78.26	66.67	67.86	85.0	59.09	50.0	77.27	0
chr16.91512859	0.0	0.0	0.0	95.0	100.0	93.1	0.0	0.0	0.0	0.0	0.0	0.0	0
chr9.67452326	0.0	5.56	0.0	100.0	100.0	-1.0	33.33	52.63	50.0	0.0	0.0	-1.0	0
chr5.96760758	0.0	0.0	0.0	96.15	100.0	96.3	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.87275162	0.0	0.0	4.0	91.3	80.95	90.48	4.76	0.0	0.0	0.0	0.0	0.0	0
chr5.88397883	0.0	0.0	0.0	71.43	60.71	57.14	0.0	0.0	0.0	0.0	0.0	0.0	0
chr5.136627868	25.0	27.78	25.0	42.86	38.89	84.62	7.14	6.67	0.0	23.53	26.32	36.36	0
chr5.96786996	0.0	0.0	0.0	95.24	95.83	96.3	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.97623175	0.0	0.0	0.0	95.0	96.88	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0
chr16.86034150	-1.0	0.0	0.0	-1.0	95.0	93.33	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	0
chr16.93674328	0.0	0.0	0.0	93.33	70.83	90.91	0.0	0.0	0.0	0.0	7.14	-1.0	0
chr4.125281848	64.52	63.16	55.0	90.48	86.36	79.17	69.57	75.0	69.57	76.92	62.96	54.55	0
chr11.100445828	74.19	66.67	80.0	100.0	91.3	100.0	76.47	80.0	100.0	85.0	89.29	91.3	0
chr5.91973963	0.0	0.0	0.0	95.0	100.0	93.55	0.0	0.0	0.0	4.35	0.0	0.0	0
chr11.45975087	71.43	76.0	74.19	100.0	91.43	100.0	87.5	90.62	93.75	96.3	85.71	87.5	0
